
%
% subject = 'ak'; condition = 'bright'; version='physical';
% time = '04-Apr-2022 10:33:53';
%
% trial, refk, refr, refi, testrk, testr, testik, testi, refleft, choosetest, stimt, rt, totaltime
%

270, 1, 0.1500, 251.0000,  7, 0.1620,  5, 232.4074, 0, 1,  0.073,  0.059,  524.878
271, 1, 0.1500, 251.0000,  4, 0.1286,  2, 184.4925, 0, 0,  0.074,  0.001,  525.967
272, 1, 0.1500, 251.0000,  9, 0.1890,  3, 199.2519, 1, 0,  0.074,  0.001,  527.069
273, 3, 0.4500, 147.0000,  3, 0.3572,  7, 158.7600, 0, 0,  0.874,  0.204,  529.171
274, 3, 0.4500, 147.0000,  9, 0.5669,  6, 147.0000, 0, 0,  0.324,  0.322,  530.838
275, 3, 0.4500, 147.0000,  6, 0.4500,  8, 171.4608, 1, 1,  0.057,  0.002,  531.918
276, 1, 0.1500, 251.0000,  3, 0.1191,  7, 271.0800, 1, 1,  1.572,  0.002,  534.518
277, 1, 0.1500, 251.0000,  3, 0.1191, 11, 368.8013, 0, 1,  0.072,  0.002,  535.618
278, 1, 0.1500, 251.0000,  9, 0.1890,  2, 184.4925, 1, 0,  0.072,  0.087,  536.803
279, 2, 0.3000, 192.0000,  5, 0.2778, 11, 282.1110, 1, 1,  0.649,  0.002,  538.468
280, 3, 0.4500, 147.0000, 11, 0.6612,  9, 185.1777, 1, 1,  0.882,  0.188,  540.555
281, 1, 0.1500, 251.0000,  5, 0.1389,  2, 184.4925, 1, 0,  1.987,  0.437,  544.004
282, 1, 0.1500, 251.0000, 11, 0.2204,  6, 251.0000, 1, 1,  0.293,  0.960,  546.276
283, 3, 0.4500, 147.0000, 11, 0.6612, 10, 199.9919, 0, 1,  1.874,  0.265,  549.432
284, 2, 0.3000, 192.0000,  1, 0.2042,  3, 152.4158, 0, 0,  1.258,  0.235,  551.953
285, 2, 0.3000, 192.0000,  7, 0.3240,  4, 164.6091, 1, 0,  0.093,  0.002,  553.069
286, 3, 0.4500, 147.0000,  6, 0.4500,  2, 108.0494, 0, 1,  0.127,  0.074,  554.291
287, 2, 0.3000, 192.0000,  5, 0.2778,  9, 241.8647, 0, 1,  0.209,  0.002,  555.519
288, 2, 0.3000, 192.0000,  8, 0.3499,  6, 192.0000, 1, 0,  0.026,  0.001,  556.569
289, 1, 0.1500, 251.0000,  8, 0.1750, 10, 341.4827, 0, 1,  0.876,  0.008,  558.479
290, 2, 0.3000, 192.0000,  7, 0.3240, 10, 261.2139, 1, 1,  0.717,  0.171,  560.390
291, 3, 0.4500, 147.0000,  9, 0.5669,  3, 116.6933, 0, 0,  0.510,  0.496,  562.414
292, 2, 0.3000, 192.0000, 11, 0.4408,  8, 223.9488, 0, 1,  0.130,  0.280,  563.847
293, 2, 0.3000, 192.0000,  6, 0.3000,  9, 241.8647, 0, 1,  0.097,  0.073,  565.040
294, 2, 0.3000, 192.0000,  1, 0.2042,  4, 164.6091, 1, 0,  0.158,  0.472,  566.689
295, 1, 0.1500, 251.0000,  8, 0.1750,  3, 199.2519, 0, 0,  0.362,  0.526,  568.594
296, 2, 0.3000, 192.0000,  2, 0.2205,  6, 192.0000, 0, 0,  0.661,  0.044,  570.312
297, 1, 0.1500, 251.0000,  1, 0.1021,  4, 215.1920, 0, 0,  0.827,  0.856,  573.024
298, 2, 0.3000, 192.0000, 10, 0.4081, 11, 282.1110, 0, 1,  1.679,  0.002,  575.720
299, 2, 0.3000, 192.0000,  4, 0.2572,  5, 177.7778, 0, 0,  0.124,  0.144,  577.011
300, 1, 0.1500, 251.0000,  2, 0.1103,  7, 271.0800, 1, 0,  1.190,  0.453,  579.671
301, 2, 0.3000, 192.0000, 10, 0.4081,  1, 130.6720, 1, 0,  1.574,  0.474,  582.792
302, 3, 0.4500, 147.0000,  5, 0.4167, 11, 215.9912, 1, 1,  0.161,  0.002,  583.970
303, 3, 0.4500, 147.0000,  6, 0.4500, 11, 215.9912, 0, 1,  0.075,  0.002,  585.070
304, 3, 0.4500, 147.0000,  5, 0.4167,  4, 126.0288, 1, 1,  0.028,  0.002,  586.124
305, 1, 0.1500, 251.0000,  2, 0.1103,  6, 251.0000, 0, 1,  1.730,  0.032,  588.900
306, 3, 0.4500, 147.0000, 10, 0.6122,  4, 126.0288, 0, 1,  2.200,  0.371,  592.492
307, 2, 0.3000, 192.0000,  2, 0.2205,  9, 241.8647, 0, 1,  1.113,  0.188,  594.806
308, 3, 0.4500, 147.0000,  1, 0.3063,  8, 171.4608, 1, 1,  0.547,  0.144,  596.514
309, 1, 0.1500, 251.0000, 10, 0.2041,  2, 184.4925, 0, 0,  0.730,  0.230,  598.499
310, 2, 0.3000, 192.0000,  7, 0.3240,  5, 177.7778, 1, 0,  0.747,  0.284,  601.352
311, 2, 0.3000, 192.0000,  3, 0.2381, 10, 261.2139, 1, 0,  0.048,  0.204,  602.622
312, 1, 0.1500, 251.0000,  3, 0.1191,  9, 316.1877, 1, 1,  0.731,  0.335,  604.704
313, 3, 0.4500, 147.0000,  2, 0.3308,  2, 108.0494, 0, 0,  1.547,  0.196,  607.465
314, 1, 0.1500, 251.0000,  7, 0.1620,  6, 251.0000, 0, 0,  1.232,  0.209,  609.927
315, 3, 0.4500, 147.0000, 10, 0.6122,  3, 116.6933, 1, 0,  1.718,  0.160,  612.829
316, 2, 0.3000, 192.0000,  8, 0.3499,  7, 207.3600, 0, 1,  0.664,  0.763,  615.283
317, 1, 0.1500, 251.0000,  7, 0.1620, 10, 341.4827, 0, 1,  0.712,  0.904,  617.923
318, 2, 0.3000, 192.0000,  1, 0.2042,  7, 207.3600, 1, 1,  0.479,  0.365,  619.786
319, 1, 0.1500, 251.0000,  8, 0.1750,  9, 316.1877, 1, 1,  0.666,  0.044,  621.513
320, 1, 0.1500, 251.0000,  2, 0.1103, 11, 368.8013, 1, 1,  0.393,  0.676,  623.596
321, 1, 0.1500, 251.0000, 11, 0.2204,  4, 215.1920, 1, 0,  0.708,  0.157,  625.476
322, 2, 0.3000, 192.0000, 11, 0.4408,  5, 177.7778, 0, 0,  1.174,  0.244,  627.913
323, 2, 0.3000, 192.0000,  6, 0.3000,  2, 141.1257, 0, 0,  0.089,  0.002,  629.022
324, 3, 0.4500, 147.0000,  1, 0.3063,  6, 147.0000, 1, 0,  0.132,  0.246,  630.416
325, 2, 0.3000, 192.0000,  2, 0.2205,  8, 223.9488, 1, 0,  0.138,  0.441,  632.010
326, 2, 0.3000, 192.0000,  9, 0.3779,  8, 223.9488, 1, 0,  0.287,  0.667,  633.990
327, 3, 0.4500, 147.0000,  6, 0.4500,  7, 158.7600, 1, 0,  0.154,  0.066,  635.236
328, 3, 0.4500, 147.0000,  2, 0.3308,  3, 116.6933, 0, 0,  0.068,  0.065,  636.384
329, 1, 0.1500, 251.0000, 11, 0.2204, 11, 368.8013, 1, 1,  0.765,  1.401,  639.574
330, 1, 0.1500, 251.0000,  1, 0.1021,  7, 271.0800, 0, 0,  0.232,  0.167,  640.986
331, 3, 0.4500, 147.0000,  4, 0.3858,  7, 158.7600, 0, 1,  1.616,  0.089,  643.709
332, 3, 0.4500, 147.0000,  3, 0.3572, 11, 215.9912, 1, 1,  0.046,  0.002,  644.771
333, 3, 0.4500, 147.0000,  3, 0.3572,  9, 185.1777, 0, 1,  0.037,  0.036,  645.855
334, 2, 0.3000, 192.0000,  5, 0.2778,  5, 177.7778, 1, 1,  0.242,  0.450,  647.571
335, 1, 0.1500, 251.0000, 11, 0.2204,  8, 292.7664, 1, 1,  0.633,  0.406,  649.628
336, 3, 0.4500, 147.0000,  6, 0.4500, 10, 199.9919, 1, 1,  1.225,  0.668,  652.539
337, 2, 0.3000, 192.0000,  1, 0.2042,  9, 241.8647, 1, 0,  0.706,  0.002,  654.272
338, 1, 0.1500, 251.0000,  4, 0.1286,  1, 170.8264, 0, 0,  0.872,  0.050,  656.221
339, 3, 0.4500, 147.0000,  5, 0.4167, 10, 199.9919, 1, 1,  1.437,  0.349,  659.020
340, 3, 0.4500, 147.0000, 10, 0.6122,  7, 158.7600, 0, 1,  0.087,  0.002,  660.123
341, 2, 0.3000, 192.0000,  3, 0.2381,  5, 177.7778, 1, 0,  0.620,  0.163,  661.935
342, 2, 0.3000, 192.0000,  5, 0.2778, 10, 261.2139, 1, 1,  0.071,  0.724,  663.744
343, 1, 0.1500, 251.0000,  3, 0.1191,  6, 251.0000, 0, 1,  1.054,  0.259,  666.079
344, 3, 0.4500, 147.0000, 11, 0.6612,  2, 108.0494, 1, 0,  1.867,  0.038,  669.008
345, 3, 0.4500, 147.0000,  8, 0.5249,  1, 100.0457, 1, 0,  0.045,  0.002,  670.074
346, 2, 0.3000, 192.0000,  9, 0.3779,  7, 207.3600, 1, 0,  0.129,  0.258,  671.479
347, 2, 0.3000, 192.0000,  1, 0.2042,  6, 192.0000, 1, 0,  0.475,  0.071,  673.042
348, 1, 0.1500, 251.0000, 11, 0.2204,  1, 170.8264, 1, 0,  0.659,  0.083,  674.803
349, 2, 0.3000, 192.0000,  9, 0.3779,  6, 192.0000, 0, 0,  0.941,  0.002,  676.772
350, 1, 0.1500, 251.0000,  2, 0.1103,  5, 232.4074, 1, 0,  1.172,  0.641,  679.612
351, 3, 0.4500, 147.0000,  1, 0.3063,  9, 185.1777, 1, 0,  1.189,  0.274,  682.098
352, 2, 0.3000, 192.0000,  5, 0.2778,  4, 164.6091, 1, 0,  0.156,  0.002,  683.273
353, 1, 0.1500, 251.0000,  6, 0.1500,  3, 199.2519, 1, 0,  0.634,  0.508,  685.429
354, 3, 0.4500, 147.0000,  6, 0.4500,  4, 126.0288, 1, 0,  1.224,  0.656,  688.327
355, 1, 0.1500, 251.0000, 11, 0.2204,  2, 184.4925, 1, 0,  1.231,  0.002,  690.573
356, 3, 0.4500, 147.0000,  7, 0.4860, 11, 215.9912, 1, 1,  1.181,  0.109,  692.882
357, 2, 0.3000, 192.0000,  1, 0.2042,  2, 141.1257, 1, 0,  0.871,  0.681,  695.452
358, 2, 0.3000, 192.0000,  2, 0.2205, 10, 261.2139, 1, 1,  0.042,  0.016,  696.537
359, 2, 0.3000, 192.0000,  9, 0.3779,  2, 141.1257, 0, 0,  0.059,  0.030,  697.652
360, 2, 0.3000, 192.0000,  9, 0.3779,  5, 177.7778, 1, 0,  0.090,  0.896,  699.667

% finish = '06-Apr-2022 10:20:25';
%

